authority,station_name,longitude,latitude,time,flood_depth_cm
臺南市政府水利局,安平運河,120.19246,22.995775,2025-11-10T13:10:00Z,0.94
嘉義縣政府水利處,CYC037 東石鄉塭仔村後埔,120.18186,23.44253,2025-11-10T13:33:35Z,0.0
嘉義縣政府水利處,CYC112 布袋鎮永安里永安社區,120.18593,23.372612,2025-11-10T13:38:31Z,3.0
雲林縣政府水利處,興南街4號前電線桿,120.30365,23.56482,2025-11-10T13:10:02Z,0.0
水利署水文技術組,舊庄(5),120.40065,23.63441,2025-11-10T13:10:00Z,0.226
臺南市政府水利局,新市區-大社里南136線道彎道處(編號216),120.30629,23.08662,2025-11-10T14:10:03Z,0.0
臺南市政府水利局,仁德區-中山路與中正二路口(編號112),120.251595,22.971735,2025-11-10T13:34:03Z,0.0
水利署水文技術組,芎林(1),121.083565,24.773647,2025-11-10T13:10:00Z,88.275
農田水利署嘉南管理處,北二鎮小給3-1,120.31149,23.225637,2025-11-10T13:04:14Z,0.304
水利署水文技術組,長潤橋,120.2751,22.762007,2025-11-10T13:10:00Z,0.69
水利署水文技術組,華龍(2),120.649475,24.405256,2025-11-10T13:10:00Z,37.933
新北市政府水利局(智慧防汛),新莊區思源路與幸福路口,121.45972,25.049143,2025-11-10T13:02:00Z,0.0
高雄市政府水利局,潭底里崑山宮,120.30859,22.829939,2025-11-10T13:13:00Z,0.0
台中市政府水利局,中區東協廣場,120.6842,24.13906,2025-11-10T14:00:00Z,0.0
農田水利署桃園管理處,新屋12-14,121.05189,25.00708,2025-11-10T13:10:00Z,1.2350000143051
嘉義縣政府水利處,CYC107 東石鄉龍港村頂厝仔社區,120.17061,23.480017,2025-11-10T13:24:04Z,0.0
高雄市政府水利局,中華社區(後勁溪旁),120.328705,22.709173,2025-11-10T13:03:34Z,0.0
第九河川分署,中心埔堤防1+760水門,121.4429,23.714699,2025-11-10T13:10:00Z,78.72875
水利署水文技術組,成功(2),120.18589,22.88732,2025-11-10T13:10:00Z,0.06
臺南市政府水利局,八老爺橋,120.29589,23.276611,2025-11-10T13:20:00Z,5.552999
雲林縣政府水利處,羅厝村_村落,120.36925,23.755396,2025-11-10T13:00:42Z,13.636525154114
雲林縣政府水利處,羅厝村_村落,120.36925,23.755396,2025-11-10T13:00:42Z,-57.0
雲林縣政府水利處,羅厝村_村落,120.36925,23.755396,2025-11-10T13:00:42Z,0.0
水利署水文技術組,進學(4),120.1991,23.123394,2025-11-10T13:10:00Z,-6.524
嘉義縣政府水利處,嘉義縣-056,120.3486,23.4025,2025-11-10T13:01:25Z,0.0
嘉義縣政府水利處,嘉義縣-056,120.3486,23.4025,2025-11-10T13:01:25Z,0.0
高雄市政府水利局,(12) 鹽程區 中正四路與大勇路西南角(國際會議中心前),120.28522,22.626356,2025-11-10T13:10:00Z,0.0
臺南市政府水利局,大內區-56號水門(編號95),120.37859,23.12247,2025-11-10T13:56:17Z,0.0
雲林縣政府水利處,崙東村_明仁路,120.1662,23.618128,2025-11-10T13:10:03Z,13.472071647644
雲林縣政府水利處,崙東村_明仁路,120.1662,23.618128,2025-11-10T13:10:03Z,0.0
雲林縣政府水利處,崙東村_明仁路,120.1662,23.618128,2025-11-10T13:10:03Z,-63.0
嘉義縣政府水利處,嘉義縣-083,120.2117,23.3876,2025-11-10T13:02:26Z,0.0
嘉義縣政府水利處,嘉義縣-083,120.2117,23.3876,2025-11-10T13:02:26Z,0.0
水利署水文技術組,大文(1),120.154495,23.149403,2025-11-10T13:10:00Z,0.591
嘉義縣政府水利處,CYC003 布袋鎮東港里埔仔厝B站,120.18702,23.3746,2025-11-10T13:53:21Z,0.0
農田水利署嘉南管理處,新埤小給2-3,120.310295,23.211365,2025-11-10T13:04:14Z,0.0
雲林縣政府水利處,舊虎尾溪排水四,120.26073,23.66174,2025-11-10T13:01:50Z,12.916000366211
雲林縣政府水利處,舊虎尾溪排水四,120.26073,23.66174,2025-11-10T13:01:50Z,2.3180000782013
台中市政府水利局,東區十甲路26巷6號對面(國農宮),120.695595,24.144255,2025-11-10T13:24:00Z,0.0
第四河川分署,福興秀厝排水淹水監控站,120.4298,24.0456,2025-11-10T13:10:00Z,0.0
第七河川分署,崁頂堤防3+700水門,120.48378,22.523693,2025-11-10T13:02:00Z,99.938638957055
第七河川分署,崁頂堤防3+700水門,120.48378,22.523693,2025-11-10T13:02:00Z,100.0
第七河川分署,崁頂堤防3+700水門,120.48378,22.523693,2025-11-10T13:02:00Z,99.742765273312
第七河川分署,崁頂堤防3+700水門,120.48378,22.523693,2025-11-10T13:02:00Z,100.0
第七河川分署,崁頂堤防3+700水門,120.48378,22.523693,2025-11-10T13:02:00Z,99.91226754386
第七河川分署,崁頂堤防3+700水門,120.48378,22.523693,2025-11-10T13:02:00Z,100.0
第七河川分署,崁頂堤防3+700水門,120.48378,22.523693,2025-11-10T13:02:00Z,100.0
台中市政府水利局,北區健行路592號,120.67704,24.159199,2025-11-10T13:07:00Z,0.0
嘉義縣政府水利處,CYC061 六腳鄉工廠村,120.30119,23.4815,2025-11-10T13:59:26Z,0.0
嘉義縣政府水利處,嘉義縣-098,120.2819,23.455,2025-11-10T13:02:44Z,0.0
嘉義縣政府水利處,嘉義縣-098,120.2819,23.455,2025-11-10T13:02:44Z,0.0
花蓮縣政府水利科,吉安鄉_光華一街93號,121.58148,23.935898,2025-11-10T13:01:23Z,0.0
台中市政府水利局,烏日區慶光路121號,120.62546,24.08137,2025-11-10T13:45:00Z,0.0
台中市政府水利局,神岡區神洲路3巷,120.79134,24.27271,2025-11-10T13:56:00Z,0.0
水利署水文技術組,新市(3),120.29673,23.079222,2025-11-10T13:10:00Z,-2.967
雲林縣政府水利處,新虎尾溪三,120.34736,23.742151,2025-11-10T13:10:03Z,6.9086360931396
雲林縣政府水利處,新虎尾溪三,120.34736,23.742151,2025-11-10T13:10:03Z,12.406363487244
水利署水文技術組,鶴岡(1),120.832794,24.535418,2025-11-10T13:10:00Z,61.926
嘉義縣政府水利處,CYC152 大林鎮西結里,120.41687,23.621605,2025-11-10T13:54:06Z,0.0
水利署水文技術組,軍輝橋,120.45814,23.458555,2025-11-10T13:10:00Z,23.95
桃園巿政府水務局(智慧防汛),雙連街492號,121.23122,24.859045,2025-11-10T13:05:00Z,0.0
第七河川分署,高屏溪萬丹堤防NO.85-94水門_外水位計,120.448105,22.557863,2025-11-10T13:09:00Z,2.805
水利署水文技術組,元長(3),120.31702,23.6515,2025-11-10T13:10:00Z,-6.379
高雄市政府水利局,渡船巷,120.301346,22.572462,2025-11-10T13:14:00Z,0.0
水利署水文技術組,龍安橋,120.83597,24.171597,2025-11-10T13:10:00Z,440.03
農田水利署桃園管理處,湖口9-2,121.026794,24.901339,2025-11-10T13:10:00Z,4.6389999389648
高雄市政府水利局,軍校路實踐路路口,120.31211,22.768421,2025-11-10T14:00:00Z,0.0
臺南市政府水利局,麻豆區-井東里45之3旁巷道(編號203),120.246376,23.166681,2025-11-10T13:53:03Z,0.0
高雄市政府水利局,大埤路(自來水七區管理處),120.35681,22.65362,2025-11-10T13:13:00Z,0.0
台中市政府水利局,沙鹿區中山路570號,120.5668,24.251566,2025-11-10T13:19:00Z,0.0
水利署水文技術組,港尾(1),120.206406,23.205267,2025-11-10T13:10:00Z,0.384
水利署水文技術組,大榮,121.46726,23.754936,2025-11-10T14:50:00Z,79.473
水利署水文技術組,埔里(2),120.96112,23.962004,2025-11-10T13:10:00Z,427.351
基隆市政府水利科,信義區孝忠里深美街與教忠街口,121.778824,25.136719,2025-11-10T13:13:00Z,0.0
第四河川分署,埔心太平路淹水監控站,120.54409,23.937128,2025-11-10T13:10:00Z,0.0
台中市政府水利局,清水區高美路148號,120.57537,24.28027,2025-11-10T13:01:00Z,0.0
台中市政府水利局,西屯區國際街6-1號,120.59308,24.183308,2025-11-10T13:15:00Z,0.0
新竹市政府消防局,南大路22號巷口,120.97853,24.803148,2025-11-10T13:43:00Z,0.0
高雄市政府水利局,青海路美術東八街口,120.29107,22.651316,2025-11-10T14:00:00Z,0.0
第一河川分署,BW01,121.8253,24.718,2025-11-10T13:10:03Z,0.81
水利署水文技術組,鹽埔(2),120.575066,22.75394,2025-11-10T13:10:00Z,47.624
高雄市政府水利局,瓦厝街76巷口,120.41436,22.64596,2025-11-10T13:26:34Z,0.0
水利署水文技術組,義里,120.73787,24.342375,2025-11-10T13:10:00Z,189.3
臺南市政府水利局,將軍區-溪墘寮(編號281),120.136566,23.22701,2025-11-10T14:00:00Z,0.0
水利署水文技術組,仁和(1),120.221794,22.959959,2025-11-10T13:10:00Z,19.523
新北市政府水利局(智慧防汛),三重區光復路一段12號(捷運先嗇宮站),121.47181,25.046865,2025-11-10T13:05:00Z,0.0
宜蘭縣政府水利資源處,五結鄉五十二甲橋附近,121.81855,24.666313,2025-11-10T13:54:00Z,0.0
宜蘭縣政府水利資源處,冬山鄉進偉路財神廟,121.71116,24.651001,2025-11-10T13:03:00Z,0.0
水利署水文技術組,里港(2),120.49689,22.782015,2025-11-10T13:30:00Z,28.054
臺南市政府水利局,中西區-臨安路跟民權路路口(編號273),120.18973,22.998455,2025-11-10T14:00:00Z,0.0
水利署水文技術組,大里(2),120.71331,24.101744,2025-11-10T13:10:00Z,55.204
花蓮縣政府水利科,花蓮市_德安六街,121.58999,23.97268,2025-11-10T13:10:03Z,0.0
農田水利署桃園管理處,湖口6-3,121.036285,24.931475,2025-11-10T13:10:00Z,3.5420000553131
水利署水文技術組,柑園新(2),120.542465,23.821075,2025-11-10T13:10:00Z,36.741
農田水利署桃園管理處,湖口9-3,121.02055,24.906586,2025-11-10T13:10:00Z,3.5780000686646
水利署水文技術組,光復(1),120.10701,23.149149,2025-11-10T14:30:00Z,0.546
新竹市政府消防局,經國路二段與北新街口,120.95522,24.80351,2025-11-10T13:32:00Z,0.0
水利署水文技術組,鯉魚大橋,120.66573,23.723932,2025-11-10T13:10:00Z,140.4
第七河川分署,瀰力肚堤防,120.482,22.836,2025-11-10T13:03:41Z,180.15
第七河川分署,瀰力肚堤防,120.482,22.836,2025-11-10T13:03:41Z,182.149979
第七河川分署,瀰力肚堤防,120.482,22.836,2025-11-10T13:03:41Z,178.4
第七河川分署,瀰力肚堤防,120.482,22.836,2025-11-10T13:03:41Z,181.15
第七河川分署,瀰力肚堤防,120.482,22.836,2025-11-10T13:03:41Z,182.499985
第七河川分署,瀰力肚堤防,120.482,22.836,2025-11-10T13:03:41Z,182.050018
雲林縣政府水利處,新街大排北港滯洪池抽水站,120.2795,23.5679,2025-11-10T13:02:00Z,42.0
雲林縣政府水利處,新街大排北港滯洪池抽水站,120.2795,23.5679,2025-11-10T13:02:00Z,0.0
台中市政府水利局,大里區國中路十股巷109號,120.65958,24.087914,2025-11-10T13:29:00Z,0.0
嘉義縣政府水利處,嘉義縣-076,120.167,23.4431,2025-11-10T13:00:52Z,0.0
嘉義縣政府水利處,嘉義縣-076,120.167,23.4431,2025-11-10T13:00:52Z,0.0
高雄市政府水利局,嘉興路(高速公路涵洞),120.308945,22.824991,2025-11-10T13:26:34Z,0.0
第一河川分署,PX02,121.8298,24.7017,2025-11-10T13:10:02Z,0.0
第一河川分署,HB04,121.7006,24.7491,2025-11-10T13:10:02Z,97.0
新竹市政府消防局,延平路三段399巷口,120.93082,24.836008,2025-11-10T13:54:00Z,0.0
新北市政府水利局(智慧防汛),瑞芳區瑞芳街40號,121.805855,25.109661,2025-11-10T13:40:00Z,0.0
水利署水文技術組,橫溪海山橋,121.000114,24.00011,2025-11-10T13:10:00Z,33.08
新竹市政府消防局,東大路與三段77巷口,120.95218,24.832558,2025-11-10T13:25:00Z,0.0
高雄市政府水利局,軍校路-蔚藍海岸社區,120.29288,22.707998,2025-11-10T13:15:34Z,0.0
桃園巿政府水務局(智慧防汛),大仁路50巷-2,121.32323,24.972473,2025-11-10T13:05:00Z,0.0
台中市政府水利局,西屯區台灣大道四段與東大路一段,120.60259,24.18262,2025-11-10T13:43:00Z,0.0
農田水利署嘉南管理處,五甲小給3-5,120.35074,23.204088,2025-11-10T13:02:18Z,0.158
水利署水文技術組,大溝(1),120.21068,23.566164,2025-11-10T13:10:00Z,-18.43
水利署水文技術組,新市(1),120.29673,23.079224,2025-11-10T13:10:00Z,3.026
水利署水文技術組,光復(2),120.4024,23.741432,2025-11-10T13:10:00Z,8.246
水利署水文技術組,瑞源,121.16935,22.974821,2025-11-10T13:10:00Z,161.54
水利署水文技術組,十份(2),120.07255,23.105137,2025-11-10T13:10:00Z,-0.823
第六河川分署,鹽水溪右岸溪心寮堤防8號水門,120.16211,23.007381,2025-11-10T13:00:00Z,1.7305969377313
第六河川分署,鹽水溪右岸溪心寮堤防8號水門,120.16211,23.007381,2025-11-10T13:00:00Z,2.9612791076187
第六河川分署,鹽水溪右岸溪心寮堤防8號水門,120.16211,23.007381,2025-11-10T13:00:00Z,0.21590407652533
第六河川分署,鹽水溪右岸溪心寮堤防8號水門,120.16211,23.007381,2025-11-10T13:00:00Z,1.4421641147761
第六河川分署,鹽水溪右岸溪心寮堤防8號水門,120.16211,23.007381,2025-11-10T13:00:00Z,13.691792238275
第六河川分署,鹽水溪右岸溪心寮堤防8號水門,120.16211,23.007381,2025-11-10T13:00:00Z,0.17992006377111
第六河川分署,鹽水溪右岸溪心寮堤防8號水門,120.16211,23.007381,2025-11-10T13:00:00Z,2.4677325896823
第六河川分署,鹽水溪右岸溪心寮堤防8號水門,120.16211,23.007381,2025-11-10T13:00:00Z,16.430150685929
第一河川分署,HW01,121.7005,24.7489,2025-11-10T13:10:03Z,12.93
臺南市政府水利局,永康區-三民里和平東路142號前(編號256),120.2657,23.0554,2025-11-10T14:00:00Z,0.0
新北市政府水利局(智慧防汛),八里區中華路二段266號,121.40517,25.149311,2025-11-10T13:05:00Z,0.0
水利署水文技術組,雙崎,120.91086,24.29296,2025-11-10T13:10:00Z,478.72
新北市政府水利局(智慧防汛),板橋區大仁街115號,121.45225,25.015594,2025-11-10T13:56:00Z,0.0
水利署水文技術組,西港(4),120.28934,23.860498,2025-11-10T13:10:00Z,-1.64
嘉義縣政府水利處,CYC015 布袋鎮新民里,120.16089,23.33113,2025-11-10T13:23:34Z,0.0
水利署水文技術組,環湖橋,120.86273,24.420658,2025-11-10T13:10:00Z,253.81
台中市政府水利局,梧棲區大庄里和平街46巷59號旁,120.54204,24.249065,2025-11-10T13:06:00Z,0.0
水利署水文技術組,苑裡(1),120.65487,24.447805,2025-11-10T13:10:00Z,13.152
桃園巿政府水務局(智慧防汛),崁頂路1507巷,121.266136,24.955416,2025-11-10T13:05:00Z,0.0
台中市政府水利局,大里區夏田里國中路,120.65568,24.088675,2025-11-10T13:10:00Z,0.0
嘉義縣政府水利處,CYC076 竹崎鄉灣橋村,120.4984,23.49451,2025-11-10T13:25:46Z,0.0
花蓮縣政府水利科,吉安鄉_中央路三段,121.5845,23.9815,2025-11-10T13:00:42Z,0.0
水利署水文技術組,山東(1),121.17354,25.015778,2025-11-10T13:10:00Z,60.0
台中市政府水利局,清水區南社路301巷98-3號前,120.55692,24.262829,2025-11-10T13:03:00Z,0.0
台中市政府水利局,北屯區太原路三段638號,120.70024,24.164768,2025-11-10T13:16:00Z,0.0
雲林縣政府水利處,社口里_鎮南路,120.54316,23.696054,2025-11-10T13:00:43Z,-55.0
雲林縣政府水利處,社口里_鎮南路,120.54316,23.696054,2025-11-10T13:00:43Z,0.0
雲林縣政府水利處,社口里_鎮南路,120.54316,23.696054,2025-11-10T13:00:43Z,13.551114082336
新竹市政府消防局,北新竹站(中華路端),120.983444,24.809412,2025-11-10T13:51:00Z,0.0
台中市政府水利局,龍井區龍北路198號,120.53032,24.19008,2025-11-10T13:52:00Z,0.0
嘉義縣政府水利處,CYC077 義竹鄉新店村東側,120.19464,23.33824,2025-11-10T13:04:39Z,0.0
水利署水文技術組,坪林拱橋站,121.71275,24.93585,2025-11-10T13:10:00Z,182.68
農田水利署嘉南管理處,五甲小給1-4,120.35102,23.197245,2025-11-10T13:01:37Z,0.18
台中市政府水利局,豐原區豐勢路一段圓環東路口,120.72961,24.257202,2025-11-10T13:15:00Z,0.0
宜蘭縣政府水利資源處,礁溪鄉奇立丹路(金車蘭花園附近),121.78421,24.821125,2025-11-10T13:21:00Z,0.0
第六河川分署,阿公店溪左岸舊港口堤防3號水門,120.220825,22.803408,2025-11-10T13:10:00Z,98.378165487618
第六河川分署,阿公店溪左岸舊港口堤防3號水門,120.220825,22.803408,2025-11-10T13:10:00Z,118.90427145177
第六河川分署,阿公店溪左岸舊港口堤防3號水門,120.220825,22.803408,2025-11-10T13:10:00Z,56.621081643701
第六河川分署,阿公店溪左岸舊港口堤防3號水門,120.220825,22.803408,2025-11-10T13:10:00Z,46.846745470294
臺南市政府水利局,安南區-長和路一段安南醫院前(編號164),120.22366,23.06418,2025-11-10T13:11:03Z,0.0
台中市政府水利局,大肚區華南路,120.54887,24.15215,2025-11-10T13:02:00Z,0.0
新北市政府水利局(智慧防汛),五股區中興路4段54號,121.43769,25.08307,2025-11-10T13:05:00Z,0.0
花蓮縣政府水利科,新城鄉_花9線戰備跑道地下道,121.5897,24.022154,2025-11-10T13:02:02Z,0.0
水利署水文技術組,平鎮(2),121.22314,24.934711,2025-11-10T13:10:00Z,148.724
水利署水文技術組,潮寮(3),120.425224,22.564234,2025-11-10T13:10:00Z,5.502
新竹市政府消防局,延平路二段811巷口,120.92282,24.808596,2025-11-10T13:39:00Z,0.0
苗栗縣政府水利處,公館鄉尖山村1,120.837456,24.535875,2025-11-10T13:41:00Z,0.0
農田水利署石門管理處,過嶺支渠四號退水路監控站,121.18018,24.958036,2025-11-10T13:05:02Z,49.0
臺南市政府水利局,大腳腿水閘門內水位,120.33877,23.2955,2025-11-10T13:10:00Z,9.2
嘉義市政府工務處,西區竹村里北港路交流道涵洞,120.39189,23.494795,2025-11-10T13:41:00Z,0.0
水利署水文技術組,新威(2),120.62622,22.896408,2025-11-10T13:10:00Z,140.089
新北市政府水利局(智慧防汛),永和區水源街62號,121.509285,25.004017,2025-11-10T13:05:00Z,0.0
台中市政府水利局,大里區國光里東榮路(仁愛醫院),120.679985,24.109295,2025-11-10T13:55:00Z,0.0
水利署水文技術組,海湖(2),121.2683,25.103113,2025-11-10T13:10:00Z,-7.959
臺南市政府水利局,安南區-新和順清慈宮旁(編號161),120.21159,23.04309,2025-11-10T13:37:03Z,0.0
臺南市政府水利局,安南區-公親里公學路1段262巷(編號241),120.19836,23.077192,2025-11-10T14:00:00Z,0.0
水利署水文技術組,北投(1),121.499756,25.107212,2025-11-10T13:10:00Z,0.224
水利署水文技術組,社頭(2),120.584274,23.901323,2025-11-10T13:10:00Z,24.275
水利署水文技術組,阿蓮(1),120.32781,22.88374,2025-11-10T13:10:00Z,16.57
新北市政府水利局(智慧防汛),永和區復興商工,121.51926,25.003523,2025-11-10T13:05:00Z,0.0
第九河川分署,花蓮市國防里-進豐街113巷1弄2號,121.6061,23.98696,2025-11-10T13:14:00Z,0.0
第五河川分署,108P037四湖泊東村普天宮,120.15206,23.63023,2025-11-10T13:42:33Z,0.0
雲林縣政府水利處,北港鎮_中正路文化路交叉路口,120.30182,23.569647,2025-11-10T13:00:42Z,0.0
第一河川分署,WJ05,121.8295,24.7036,2025-11-10T13:10:04Z,100.0
台中市政府水利局,東區振興路375巷口,120.70251,24.131552,2025-11-10T13:37:00Z,0.0
台中市政府水利局,大里區立新一街,120.69609,24.104948,2025-11-10T13:26:00Z,0.0
水利署水文技術組,灣內橋,120.30332,23.49787,2025-11-10T13:10:00Z,0.35
嘉義市政府工務處,西區西榮里西榮街與蘭井街口,120.44541,23.477045,2025-11-10T13:53:00Z,0.0
水利署水文技術組,五結(2),121.79933,24.68808,2025-11-10T13:10:00Z,2.093
水利署水文技術組,水尾(1),120.7617,24.6331,2025-11-10T13:10:00Z,1.431
雲林縣政府水利處,延潭排水一,120.37211,23.610636,2025-11-10T13:00:29Z,7.2343502044678
雲林縣政府水利處,延潭排水一,120.37211,23.610636,2025-11-10T13:00:29Z,12.354628562927
第七河川分署,東港溪竹田護岸1no.1k+575水門_內水位計,120.53046,22.566704,2025-11-10T13:07:00Z,3.897
水利署水文技術組,崎峰(2),120.494545,22.425217,2025-11-10T13:10:00Z,-0.989
水利署水文技術組,龍潭(2),121.21641,24.854927,2025-11-10T13:10:00Z,227.363
水利署水文技術組,海豐(1),120.225945,23.76485,2025-11-10T13:10:00Z,-11.822
桃園市政府水務局(智慧地下),物聯網量水設備(崑益企業1號井),121.32584,24.979694,2025-11-10T13:30:00Z,0.0
嘉義縣政府水利處,嘉義縣-023,120.2123,23.4565,2025-11-10T13:01:27Z,0.0
嘉義縣政府水利處,嘉義縣-023,120.2123,23.4565,2025-11-10T13:01:27Z,0.0
彰化縣政府水資處,南平里1,120.56458,23.964329,2025-11-10T13:10:00Z,0.0
彰化縣政府水資處,王功國小,120.34233,23.96526,2025-11-10T13:14:00Z,0.0
嘉義縣政府水利處,CYC143 大林鎮排路里排子路社區,120.42269,23.616407,2025-11-10T13:28:58Z,0.0
雲林縣政府水利處,埔子村_土地公廟,120.51208,23.752752,2025-11-10T13:01:02Z,0.0
雲林縣政府水利處,埔子村_土地公廟,120.51208,23.752752,2025-11-10T13:01:02Z,13.688923835754
雲林縣政府水利處,埔子村_土地公廟,120.51208,23.752752,2025-11-10T13:01:02Z,-51.0
新竹縣政府水利科,永寧街40巷35弄16號,120.98305,24.903181,2025-11-10T13:00:37Z,0.0
嘉義縣政府水利處,CYC123 太保市港尾里港尾社區,120.363686,23.46605,2025-11-10T13:07:28Z,0.0
台中市政府水利局,環中東路二段與和祥街口,120.72104,24.180109,2025-11-10T13:34:00Z,0.0
第一河川分署,HB02,121.7006,24.7491,2025-11-10T13:10:03Z,96.0
臺南市政府水利局,白河區-瓠仔園(編號141),120.41874,23.346989,2025-11-04T22:00:00Z,0.0
水利署水文技術組,歡雅(2),120.2427,23.29208,2025-11-10T13:10:00Z,-24.032
臺南市政府水利局,安平區-同平路與同平路156巷口(編號145),120.15272,22.995283,2025-11-10T14:00:00Z,0.0
第九河川分署,玉里鎮大禹里-105號,121.32606,23.379389,2025-11-10T13:29:00Z,0.0
臺南市政府水利局,北門區-小蚵寮(編號280),120.13499,23.281176,2025-11-10T14:00:00Z,0.0
桃園市政府水務局(智慧地下),物聯網量水設備(力鵬企業2號井),121.15626,24.952671,2025-11-10T13:10:00Z,-9999.0
水利署水文技術組,長橋,121.42001,23.708523,2025-11-10T13:10:00Z,118.523
雲林縣政府水利處,明昌里_斗南順安堂清水祖師廟,120.47111,23.674934,2025-11-10T13:01:05Z,-57.0
雲林縣政府水利處,明昌里_斗南順安堂清水祖師廟,120.47111,23.674934,2025-11-10T13:01:05Z,13.538873672485
雲林縣政府水利處,明昌里_斗南順安堂清水祖師廟,120.47111,23.674934,2025-11-10T13:01:05Z,0.0
第一河川分署,ZD201,121.8121,24.7327,2025-11-10T13:10:05Z,79.0
水利署水文技術組,西圓潭橋,120.49171,22.9258,2025-11-10T13:10:00Z,57.82
水利署水文技術組,湖子內排水,120.435616,23.44215,2025-11-10T13:10:00Z,21.31
基隆市政府水利科,信義區東光里矯正署基隆看守所,121.76492,25.12942,2025-11-10T13:07:00Z,0.0
嘉義縣政府水利處,嘉義縣-004,120.2086,23.443,2025-11-10T13:01:55Z,0.0
嘉義縣政府水利處,嘉義縣-004,120.2086,23.443,2025-11-10T13:01:55Z,0.0
水利署水文技術組,九隆(1),120.43098,23.751177,2025-11-10T13:10:00Z,18.027
基隆市政府水利科,中正區真砂里祥豐街39巷23號,121.761665,25.142242,2025-11-10T13:33:00Z,0.0
台中市政府水利局,潭子區新興路一段53巷,120.707726,24.19867,2025-11-10T13:11:00Z,0.0
台中市政府水利局,太平區新吉路3號,120.720695,24.151886,2025-11-10T13:36:00Z,0.0
雲林縣政府水利處,臺西鄉_全家崙豐店前路口,120.21112,23.722172,2025-11-10T13:00:43Z,0.0
基隆市政府水利科,中山區西定里西定國小,121.732605,25.136602,2025-11-10T13:33:00Z,0.0
臺東縣政府水利科,日光橋-路面淹水,121.1239,22.7736,2025-11-10T13:10:00Z,0.0
苗栗縣政府水利處,苗栗市嘉盛里橋頭北路,120.84223,24.575932,2025-11-10T13:07:00Z,7.2
台中市政府水利局,豐原區博愛街60巷11號,120.72011,24.250093,2025-11-10T13:56:00Z,0.0
水利署水文技術組,大里(1),120.71331,24.101748,2025-11-10T13:10:00Z,54.341
臺南市政府水利局,北門區-錦湖白米吳福宮前(編號121),120.171234,23.285072,2025-11-10T13:31:03Z,0.0
屏東縣政府水利處,萬華村,120.5044,22.46414,2025-11-10T13:02:00Z,0.0
第三河川分署,東勢傾斜計BT05,120.82646,24.24599,2025-11-10T08:50:43Z,1.83378
第三河川分署,東勢傾斜計BT05,120.82646,24.24599,2025-11-10T08:50:45Z,2.05593
台中市政府水利局,西屯路接遊園北路,120.59405,24.19193,2025-11-10T13:22:00Z,0.0
桃園巿政府水務局(智慧防汛),豐德路45巷46號,121.29313,24.924664,2025-11-10T13:05:00Z,0.0
農田水利署高雄管理處,港後支線一號制水門閘門監控站,120.32487,22.873163,2025-11-10T13:02:04Z,0.15000000596046
臺南市政府水利局,學甲區-學甲國小旁(編號227),120.17548,23.236473,2025-11-10T14:28:03Z,0.0
台中市政府水利局,北區雙十路二段與錦中街交叉口,120.68964,24.154861,2025-11-10T13:52:00Z,0.0
內政部營建署,朴子市水資源回收中心,120.22989,23.466074,2025-11-10T14:00:00Z,2.61
內政部營建署,朴子市水資源回收中心,120.22989,23.466074,2025-11-10T14:00:00Z,50.94
內政部營建署,朴子市水資源回收中心,120.22989,23.466074,2025-11-10T14:00:00Z,19.87
水利署水文技術組,印順橋,120.96046,24.793535,2025-11-10T13:10:00Z,12.84
屏東縣政府水利處,南山路,120.5678,22.3947,2025-11-10T13:02:00Z,0.0
雲林縣政府水利處,阿勸大排抽水站暨滯洪池,120.26021,23.774761,2025-11-10T13:01:48Z,0.97703123092651
雲林縣政府水利處,阿勸大排抽水站暨滯洪池,120.26021,23.774761,2025-11-10T13:01:48Z,0.99082708358765
基隆市政府水利科,安樂區武崙里基金一路麥當勞對面,121.7098,25.141855,2025-11-10T13:32:00Z,0.0
新北市政府水利局(智慧防汛),五股區疏洪八路/疏洪一路交叉路口,121.45968,25.07232,2025-11-10T13:05:00Z,0.0
新北市政府水利局(智慧防汛),新莊區瓊泰路103號,121.44326,25.02997,2025-11-10T13:05:00Z,0.0
農田水利署嘉南管理處,中脇小給3-8,120.34728,23.184965,2025-11-10T13:02:17Z,0.263
新北市政府水利局(智慧防汛),瑞芳區明燈路二段、明燈路二段85巷口,121.810425,25.108185,2025-11-10T13:51:00Z,0.0
嘉義縣政府水利處,CYC147 中埔鄉隆興村,120.52337,23.4402,2025-11-10T13:03:34Z,0.0
嘉義縣政府水利處,嘉義縣-066,120.1366,23.3393,2025-11-10T13:02:16Z,0.0
嘉義縣政府水利處,嘉義縣-066,120.1366,23.3393,2025-11-10T13:02:16Z,0.0
臺南市政府水利局,安平區-同平路172號前(編號335),120.15284,22.994946,2025-11-10T14:00:00Z,0.0
宜蘭縣政府水利資源處,羅東鎮中山路一段199巷,121.7949,24.67008,2025-11-10T13:15:00Z,0.0
台中市政府水利局,南屯區永春路(國一涵洞),120.61734,24.139494,2025-11-10T13:15:00Z,0.0
台中市政府水利局,南屯區永春路(國一涵洞),120.61734,24.139494,2025-11-10T13:41:00Z,0.0
雲林縣政府水利處,北鎮滯洪池,120.419,23.649,2025-11-10T13:02:05Z,16.021999359131
雲林縣政府水利處,北鎮滯洪池,120.419,23.649,2025-11-10T13:02:05Z,16.545000076294
