authority,station_name,longitude,latitude,time,flood_depth_cm
水利署水文技術組,塭豐(1),120.52673,22.408493,2025-11-10T13:10:00Z,-0.624
台中市政府水利局,大肚區大東里藍色公路口[CCTV],120.54887,24.152014,2025-11-10T13:46:00Z,0.0
第九河川分署,吉安鄉福興村-舊村五街80號,121.42053,23.643986,2025-11-10T13:35:00Z,0.0
台中市政府水利局,大雅區東大路1099巷口,120.61387,24.23439,2025-11-10T13:11:00Z,0.0
第四河川分署,溪州舊濁水淹水監控站,120.5247,23.8572,2025-11-10T13:10:00Z,0.0
水利署水文技術組,富源,121.37567,23.57885,2025-11-10T13:10:00Z,176.799
水利署水文技術組,天福大橋,120.86038,24.160442,2025-11-10T13:20:00Z,472.62
水利署水文技術組,人倫橋,120.88065,23.784296,2025-11-10T13:10:00Z,317.67
基隆市政府水利科,中正區砂灣里祥豐市場對面,121.763855,25.142029,2025-11-10T13:04:00Z,0.0
嘉義縣政府水利處,CYC138 民雄鄉雙福村雙福社區,120.44258,23.534315,2025-11-10T13:15:41Z,0.0
台中市政府水利局,霧峰區五福路821號,120.65006,24.086443,2025-11-10T13:14:00Z,0.0
第一河川分署,XZ04,121.76145,24.718803,2025-11-10T13:10:05Z,100.0
第二河川分署,後龍堤防,120.75759,24.622873,2025-11-10T13:09:29Z,0.0
第二河川分署,後龍堤防,120.75759,24.622873,2025-11-10T13:08:00Z,0.0
第二河川分署,後龍堤防,120.75759,24.622873,2025-11-10T13:07:00Z,0.0
第四河川分署,26號閘門監測站,120.4332,24.0953,2025-11-10T13:03:14Z,235.16
第四河川分署,26號閘門監測站,120.4332,24.0953,2025-11-10T13:03:13Z,228.91
第四河川分署,26號閘門監測站,120.4332,24.0953,2025-11-10T13:03:16Z,0.11
第四河川分署,26號閘門監測站,120.4332,24.0953,2025-11-10T13:03:11Z,470.56
第四河川分署,26號閘門監測站,120.4332,24.0953,2025-11-10T13:03:11Z,470.56
第四河川分署,26號閘門監測站,120.4332,24.0953,2025-11-10T13:03:14Z,235.16
第四河川分署,26號閘門監測站,120.4332,24.0953,2025-11-10T13:03:17Z,0.69
第四河川分署,26號閘門監測站,120.4332,24.0953,2025-11-10T13:03:12Z,499.81
第四河川分署,26號閘門監測站,120.4332,24.0953,2025-11-10T13:03:15Z,-125.0
第四河川分署,26號閘門監測站,120.4332,24.0953,2025-11-10T13:03:11Z,500.0
第四河川分署,26號閘門監測站,120.4332,24.0953,2025-11-10T13:03:12Z,500.0
第四河川分署,26號閘門監測站,120.4332,24.0953,2025-11-10T13:03:12Z,499.81
第四河川分署,26號閘門監測站,120.4332,24.0953,2025-11-10T13:03:15Z,-125.0
第四河川分署,26號閘門監測站,120.4332,24.0953,2025-11-10T13:03:13Z,228.91
第四河川分署,83號閘門監測站,120.293015,23.88604,2025-11-10T13:04:11Z,4.58
宜蘭縣政府水利資源處,壯圍鄉後埤橋附近,121.814545,24.749228,2025-11-10T13:25:00Z,0.0
台中市政府水利局,南區興大路301巷62號,120.67292,24.117077,2025-11-10T13:35:00Z,0.0
水利署水文技術組,台南(3),120.1351,23.030098,2025-11-10T13:10:00Z,0.0
基隆市政府水利科,仁愛區龍門里龍安街400巷3號,121.74209,25.118378,2025-11-10T13:38:00Z,0.0
水利署水文技術組,明德四號橋,120.91914,24.588272,2025-11-10T13:10:00Z,58.53
水利署水文技術組,東江橋,121.018074,24.597534,2025-11-10T13:10:00Z,247.22
水利署水文技術組,柳橋(2),120.29263,22.79225,2025-11-10T13:10:00Z,1.473
嘉義縣政府水利處,五河-55,120.19287,23.338387,2025-11-10T13:03:02Z,0.0
嘉義縣政府水利處,五河-55,120.19287,23.338387,2025-11-10T13:03:02Z,0.0
雲林縣政府水利處,新豐里_佛美神仙故事館,120.44554,23.77636,2025-11-10T13:00:42Z,0.0
雲林縣政府水利處,新豐里_佛美神仙故事館,120.44554,23.77636,2025-11-10T13:00:42Z,13.584016799927
雲林縣政府水利處,新豐里_佛美神仙故事館,120.44554,23.77636,2025-11-10T13:00:42Z,-59.0
嘉義縣政府水利處,嘉義縣-025,120.1716,23.4377,2025-11-10T13:02:38Z,0.0
嘉義縣政府水利處,嘉義縣-025,120.1716,23.4377,2025-11-10T13:02:38Z,0.0
台中市政府水利局,大肚區自由路286巷,120.5491,24.15159,2025-11-10T13:22:00Z,0.0
水利署水文技術組,北寮橋,120.4888,23.077604,2025-11-10T13:10:00Z,69.02
台中市政府水利局,清水區新興路1-8號對面,120.574165,24.26369,2025-11-10T13:27:00Z,0.0
台中市政府水利局,清水區橋頭里高美路269之20號對面,120.57415,24.284298,2025-11-10T13:16:00Z,0.0
第四河川分署,103號閘門監測站,120.2778,23.8677,2025-11-10T13:03:55Z,499.84
第四河川分署,103號閘門監測站,120.2778,23.8677,2025-11-10T13:03:54Z,499.91
第四河川分署,103號閘門監測站,120.2778,23.8677,2025-11-10T13:03:56Z,-1.71
第四河川分署,103號閘門監測站,120.2778,23.8677,2025-11-10T13:03:54Z,499.91
第四河川分署,103號閘門監測站,120.2778,23.8677,2025-11-10T13:03:55Z,499.84
第四河川分署,103號閘門監測站,120.2778,23.8677,2025-11-10T13:03:55Z,1.01
台中市政府水利局,大里區東湖里東南路,120.694496,24.079493,2025-11-10T13:47:00Z,0.0
基隆市政府水利科,信義區孝忠里深澳坑路跟教忠街口,121.77716,25.13317,2025-11-10T13:34:00Z,0.0
農田水利署高雄管理處,阿蓮支線,120.33507,22.87273,2025-11-10T13:10:02Z,0.12800000607967
水利署水文技術組,東門橋,120.55691,22.893305,2025-11-10T13:10:00Z,43.06
高雄市政府水利局,(6) 三民區 黃興路455巷與皓東路246巷,120.33614,22.650637,2025-11-10T13:10:00Z,0.0
宜蘭縣政府水利資源處,礁溪鄉水鹿咖啡與蘭田民宿附近,121.799805,24.810349,2025-11-10T13:08:00Z,0.0
嘉義縣政府水利處,CYC075 義竹鄉埤前村埤子頭,120.22377,23.34405,2025-11-10T13:09:24Z,0.0
雲林縣政府水利處,林東村_大發購物中心,120.17804,23.673021,2025-11-10T13:00:49Z,0.0
雲林縣政府水利處,林東村_大發購物中心,120.17804,23.673021,2025-11-10T13:00:49Z,13.445872306824
雲林縣政府水利處,林東村_大發購物中心,120.17804,23.673021,2025-11-10T13:00:49Z,-67.0
彰化縣政府水資處,新廣村廣萬宮,120.42557,23.840849,2025-11-10T13:03:00Z,0.0
雲林縣政府水利處,崙內里_果菜生產合作社,120.35837,23.682487,2025-11-10T13:01:02Z,0.0
雲林縣政府水利處,崙內里_果菜生產合作社,120.35837,23.682487,2025-11-10T13:01:02Z,-67.0
雲林縣政府水利處,崙內里_果菜生產合作社,120.35837,23.682487,2025-11-10T13:01:02Z,13.705874443054
台中市政府水利局,大甲區頂店里中山路一段1158巷23號,120.63454,24.354965,2025-11-10T13:31:00Z,0.0
嘉義縣政府水利處,嘉義縣-018,120.16238,23.389624,2025-11-10T13:01:52Z,0.0
嘉義縣政府水利處,嘉義縣-018,120.16238,23.389624,2025-11-10T13:01:52Z,0.0
臺南市政府水利局,箍寮橋,120.16097,23.23825,2025-11-10T13:02:00Z,0.51
第九河川分署,竹田堤防1+270水門,121.27445,23.220642,2025-11-10T13:10:00Z,167.296875
第九河川分署,竹田堤防1+270水門,121.27445,23.220642,2025-11-10T13:10:00Z,166.28125
第九河川分署,竹田堤防1+270水門,121.27445,23.220642,2025-11-10T13:10:00Z,166.859375
第四河川分署,溪州內三排水淹水監控站,120.5761,23.8205,2025-11-10T13:10:00Z,0.0
宜蘭縣政府水利資源處,宜蘭市雪峰路(梅洲),121.74702,24.774166,2025-11-10T13:16:00Z,0.0
水利署水文技術組,萬里溪橋,121.42697,23.720364,2025-11-10T13:10:00Z,133.81
台中市政府水利局,大里區勝利二路與德芳南二街交叉口,120.68531,24.100525,2025-11-10T13:27:00Z,0.0
新竹市政府消防局,竹蓮機車地下道,120.96883,24.799564,2025-11-10T13:13:00Z,0.0
嘉義縣政府水利處,CYC008 布袋鎮見龍里內田,120.17955,23.3809,2025-11-10T13:51:44Z,0.0
臺南市政府水利局,仁德區-仁義路黃昏市場(編號113),120.25436,22.968176,2025-11-10T13:06:03Z,0.0
新北市政府水利局(智慧防汛),淡水區義山路一段163巷,121.433784,25.188139,2025-11-10T13:53:00Z,0.0
苗栗縣政府水利處,通霄鎮平安里中正路1,120.6921,24.497179,2025-11-10T13:04:00Z,0.0
桃園巿政府水務局(智慧防汛),龍江路61號,121.25685,24.932322,2025-11-10T13:05:00Z,0.0
水利署水文技術組,東榮(4),120.435524,23.557518,2025-11-10T13:10:00Z,-2.347
水利署水文技術組,永清(1),120.28804,22.675251,2025-11-10T12:50:00Z,7.639
台中市政府水利局,霧峰區吉峰里吉峰路,120.711655,24.077175,2025-11-10T13:13:00Z,0.0
第六河川分署,阿公店溪左岸舊港口堤防6號水門,120.225624,22.80359,2025-11-10T13:10:00Z,0.0
第六河川分署,阿公店溪左岸舊港口堤防6號水門,120.225624,22.80359,2025-11-10T13:10:00Z,0.0
臺南市政府水利局,牛稠橋,120.3108,23.055582,2025-11-10T13:10:00Z,0.0
臺南市政府水利局,牛稠橋,120.3108,23.055582,2025-11-10T13:02:00Z,7.05
台中市政府水利局,沙鹿區保成五街132號,120.56363,24.21332,2025-11-10T13:41:00Z,0.0
雲林縣政府水利處,鹿場里_鄰近清水港大排農田,120.47462,23.744446,2025-11-10T13:00:42Z,0.0
雲林縣政府水利處,鹿場里_鄰近清水港大排農田,120.47462,23.744446,2025-11-10T13:00:42Z,-57.0
雲林縣政府水利處,鹿場里_鄰近清水港大排農田,120.47462,23.744446,2025-11-10T13:00:42Z,13.550779342651
台中市政府水利局,沙鹿區鎮南路二段與南陽路口,120.57084,24.21649,2025-11-10T13:10:00Z,0.0
水利署水文技術組,竹港大橋,120.93724,24.84589,2025-11-10T13:10:00Z,-14.0
新竹市政府消防局,中華路四段411巷鐵道下,120.94187,24.791214,2025-11-10T13:06:00Z,0.0
臺南市政府水利局,安南區-神榕公園旁(編號159),120.17841,23.070045,2025-11-09T15:29:03Z,0.0
水利署水文技術組,豐洲,120.70462,24.263544,2025-11-10T13:10:00Z,153.588
第七河川分署,美濃區_美濃浸信會,120.5477,22.8974,2025-11-10T13:00:50Z,13.786578178406
第七河川分署,美濃區_美濃浸信會,120.5477,22.8974,2025-11-10T13:00:50Z,0.0
高雄市政府水利局,新港里(北溝排水旁),120.2089,22.82379,2025-11-10T13:26:34Z,0.0
水利署水文技術組,貴林(1),120.21371,23.419182,2025-11-10T13:10:00Z,-4.043
水利署水文技術組,利澤(2),121.829636,24.666,2025-11-10T13:10:00Z,2.54
水利署水文技術組,高屏大橋,120.442924,22.648802,2025-11-10T13:10:00Z,9.14
基隆市政府水利科,安樂區興寮里麥金路706號,121.719124,25.130962,2025-11-10T13:06:00Z,0.0
水利署水文技術組,南科(4),120.280106,23.104378,2025-11-10T13:10:00Z,-4.856
臺南市政府水利局,永康區-中正南路316號(編號239),120.2267,23.031347,2025-11-10T14:00:00Z,0.0
宜蘭縣政府水利資源處,冬山鄉冬山路三段320巷鐵路箱涵,121.77733,24.630514,2025-11-10T13:37:00Z,0.0
雲林縣政府水利處,湳仔排水三,120.42436,23.70009,2025-11-10T13:02:01Z,20.400999069214
雲林縣政府水利處,湳仔排水三,120.42436,23.70009,2025-11-10T13:02:01Z,12.826999664307
第四河川分署,4號閘門監測站,120.4714,24.1686,2025-11-10T13:03:06Z,92.38
第四河川分署,4號閘門監測站,120.4714,24.1686,2025-11-10T13:03:07Z,0.81
第四河川分署,4號閘門監測站,120.4714,24.1686,2025-11-10T13:03:03Z,105.56
第四河川分署,4號閘門監測站,120.4714,24.1686,2025-11-10T13:03:05Z,95.12
第四河川分署,4號閘門監測站,120.4714,24.1686,2025-11-10T13:03:04Z,90.66
第四河川分署,4號閘門監測站,120.4714,24.1686,2025-11-10T13:03:08Z,0.89
第四河川分署,4號閘門監測站,120.4714,24.1686,2025-11-10T13:03:05Z,95.12
第四河川分署,4號閘門監測站,120.4714,24.1686,2025-11-10T13:03:06Z,88.62
第四河川分署,4號閘門監測站,120.4714,24.1686,2025-11-10T13:03:07Z,85.28
第四河川分署,4號閘門監測站,120.4714,24.1686,2025-11-10T13:03:03Z,101.91
第四河川分署,4號閘門監測站,120.4714,24.1686,2025-11-10T13:03:04Z,90.66
第四河川分署,4號閘門監測站,120.4714,24.1686,2025-11-10T13:03:02Z,94.88
第四河川分署,4號閘門監測站,120.4714,24.1686,2025-11-10T13:03:05Z,92.38
第四河川分署,4號閘門監測站,120.4714,24.1686,2025-11-10T13:03:03Z,101.91
第四河川分署,4號閘門監測站,120.4714,24.1686,2025-11-10T13:03:06Z,88.62
第四河川分署,4號閘門監測站,120.4714,24.1686,2025-11-10T13:03:04Z,105.56
第四河川分署,4號閘門監測站,120.4714,24.1686,2025-11-10T13:03:02Z,94.88
第四河川分署,4號閘門監測站,120.4714,24.1686,2025-11-10T13:03:07Z,85.28
雲林縣政府水利處,三合里_鄰近三合大排,120.21767,23.595919,2025-11-10T13:00:43Z,13.870106697083
雲林縣政府水利處,三合里_鄰近三合大排,120.21767,23.595919,2025-11-10T13:00:43Z,0.0
雲林縣政府水利處,三合里_鄰近三合大排,120.21767,23.595919,2025-11-10T13:00:43Z,-63.0
雲林縣政府水利處,羊稠厝排水二,120.17906,23.617283,2025-11-10T13:02:07Z,12.859000205994
雲林縣政府水利處,羊稠厝排水二,120.17906,23.617283,2025-11-10T13:02:07Z,0.048000000417233
新竹市政府消防局,東大路二段172巷口,120.96605,24.815622,2025-11-10T13:28:00Z,0.0
水利署水文技術組,建平,120.7229,24.123878,2025-11-10T13:10:00Z,62.937
台中市政府水利局,大里區西湖路與草堤路口,120.67899,24.084436,2025-11-10T13:33:00Z,0.0
雲林縣政府水利處,謝厝村_蘇水尾,120.20667,23.583479,2025-11-10T13:00:43Z,0.0
第七河川分署,枋寮鄉_德聖路,120.5525,22.3947,2025-11-10T13:10:03Z,0.0
第七河川分署,枋寮鄉_德聖路,120.5525,22.3947,2025-11-10T13:09:23Z,13.61171245575
農田水利署桃園管理處,新屋12-17,121.04523,24.99088,2025-11-10T13:10:00Z,2.5060000419617
基隆市政府水利科,中山區西華里西定路130號,121.734726,25.134418,2025-11-10T13:56:00Z,0.0
桃園巿政府水務局(智慧防汛),和平路391巷,121.131775,24.942595,2025-11-10T13:05:00Z,0.0
水利署水文技術組,太巴塱(1),121.44808,23.660572,2025-11-10T13:10:00Z,107.564
臺南市政府水利局,新市區-中山路與中山路13巷口(編號218),120.30463,23.083893,2025-11-10T14:00:00Z,0.0
台中市政府水利局,太平區精美一街與精美路交叉路口周邊,120.7233,24.1229,2025-11-10T13:37:00Z,0.0
宜蘭縣政府水利資源處,冬山鄉武淵一路,121.80538,24.66867,2025-11-10T13:08:00Z,0.0
水利署水文技術組,六龜(1),120.638176,22.995459,2025-11-10T13:10:00Z,226.67
台中市政府水利局,大肚區沙田路二段450號,120.54665,24.14648,2025-11-10T13:38:00Z,0.0
嘉義縣政府水利處,CYC027 新港鄉安和村,120.31017,23.51512,2025-11-10T13:25:42Z,0.0
桃園巿政府水務局(智慧防汛),大華北街,121.24935,25.038738,2025-11-10T13:10:00Z,0.0
高雄市政府水利局,鼓山二路137號,120.28048,22.63757,2025-11-10T14:00:00Z,0.0
雲林縣政府水利處,興安村_土地公廟,120.39266,23.624565,2025-11-10T13:00:53Z,13.422775268555
雲林縣政府水利處,興安村_土地公廟,120.39266,23.624565,2025-11-10T13:00:53Z,-53.0
雲林縣政府水利處,興安村_土地公廟,120.39266,23.624565,2025-11-10T13:00:53Z,0.0
嘉義縣政府水利處,CYC041 東石鄉港墘村,120.21067,23.45928,2025-11-10T13:27:39Z,0.0
嘉義縣政府水利處,嘉義縣-071,120.208,23.3839,2025-11-10T13:01:41Z,0.0
嘉義縣政府水利處,嘉義縣-071,120.208,23.3839,2025-11-10T13:01:41Z,0.0
台中市政府水利局,清水區五權路328號,120.56039,24.27766,2025-11-10T13:24:00Z,0.0
內政部營建署,水湳經貿園區水資源回收中心,120.653595,24.175156,2025-11-10T14:00:00Z,6.75
內政部營建署,水湳經貿園區水資源回收中心,120.653595,24.175156,2025-11-10T14:00:00Z,8.17
內政部營建署,水湳經貿園區水資源回收中心,120.653595,24.175156,2025-11-10T14:00:00Z,5.81
第一河川分署,WJ03,121.8295,24.7036,2025-11-10T13:10:02Z,100.0
水利署水文技術組,高義,121.00612,24.016148,2025-11-10T13:20:00Z,439.8
水利署水文技術組,壯圍(2),121.78959,24.744093,2025-11-10T13:10:00Z,3.274
高雄市政府水利局,智昌街與三山街口,120.282166,22.717554,2025-11-10T14:00:00Z,0.0
台中市政府水利局,北屯區東山路一段249號附近,120.71754,24.17555,2025-11-10T13:05:00Z,0.0
雲林縣政府水利處,長南村_鄰近山仔內大排,120.30931,23.656954,2025-11-10T13:00:42Z,13.432024002075
雲林縣政府水利處,長南村_鄰近山仔內大排,120.30931,23.656954,2025-11-10T13:00:42Z,0.0
雲林縣政府水利處,長南村_鄰近山仔內大排,120.30931,23.656954,2025-11-10T13:00:42Z,-51.0
水利署水文技術組,宅港(3),120.20438,23.257063,2025-11-10T13:10:00Z,-19.636
台中市政府水利局,大雅區月祥路328巷19之1號,120.62416,24.23305,2025-11-10T13:24:00Z,0.0
彰化縣政府水資處,羅厝村1,120.51358,23.937098,2025-11-10T13:10:00Z,0.0
第五河川分署,108P012褒忠馬鳴村佳宏寵物畜牧場,120.278015,23.694834,2025-11-10T14:00:00Z,0.0
台中市政府水利局,太平區永富街40號,120.713745,24.118496,2025-11-10T13:25:00Z,0.0
彰化縣政府水資處,舊社村1,120.619865,24.054337,2025-11-10T13:10:00Z,0.0
嘉義縣政府水利處,CYC135 民雄鄉寮頂村富義新村,120.43383,23.563532,2025-11-10T13:42:37Z,0.0
台中市政府水利局,石岡區豐勢路梅子巷67號附近,120.79795,24.27357,2025-11-10T13:34:00Z,0.0
水利署水文技術組,平林,121.45216,23.812277,2025-11-10T13:10:00Z,155.55
水利署水文技術組,後龍溪橋,120.78385,24.607908,2025-11-10T13:10:00Z,0.58
新北市政府水利局(智慧防汛),汐止區大同路三段187號,121.67128,25.077278,2025-11-10T13:05:00Z,0.0
第三河川分署,烏溪右岸汴子頭堤防1K+300,120.52794,24.169954,2025-11-10T13:03:00Z,0.0
第三河川分署,烏溪右岸汴子頭堤防1K+300,120.52794,24.169954,2025-11-10T13:02:00Z,0.0
第三河川分署,烏溪右岸汴子頭堤防1K+300,120.52794,24.169954,2025-11-10T13:04:00Z,1.0
第三河川分署,烏溪右岸汴子頭堤防1K+300,120.52794,24.169954,2025-11-10T13:09:00Z,0.0
第三河川分署,烏溪右岸汴子頭堤防1K+300,120.52794,24.169954,2025-11-10T13:02:00Z,0.0
第三河川分署,烏溪右岸汴子頭堤防1K+300,120.52794,24.169954,2025-11-10T13:01:00Z,0.0
第五河川分署,108P020土庫大荖里舊虎尾溪,120.3712,23.679407,2025-11-10T13:42:34Z,0.0
臺南市政府水利局,西港區-聖帝宮北至劉厝排水間南41線(編號170),120.17972,23.130072,2025-11-10T13:03:03Z,0.0
水利署水文技術組,新威大橋(1),120.64415,22.891113,2025-11-10T13:10:00Z,134.39
水利署水文技術組,溪州大橋,120.468124,23.808239,2025-11-10T13:10:00Z,21.07
桃園巿政府水務局(智慧防汛),大灣溝和強路口,121.30928,24.963083,2025-11-10T13:05:00Z,0.0
水利署水文技術組,府前(1),121.618454,24.00716,2025-11-10T13:10:00Z,7.343
水利署水文技術組,海豐(2),120.506355,22.698196,2025-11-10T13:20:00Z,-13.281
高雄市政府水利局,(4) 鳳山區 建國路三段55巷口,120.3559,22.63637,2025-11-10T13:10:00Z,0.0
屏東縣政府水利處,中林路全聯門口,120.51948,22.438543,2025-11-10T13:02:00Z,0.0
新北市政府水利局(智慧防汛),三重區五華街及集賢路路口,121.48601,25.089,2025-11-10T13:05:00Z,0.0
新北市政府水利局(智慧防汛),蘆洲區仁愛路212巷24號,121.46403,25.09475,2025-11-10T13:05:00Z,0.0
農田水利署桃園管理處,新屋12-6,121.07628,24.98021,2025-11-10T13:10:00Z,3.3929998874664
第一河川分署,WJ02,121.8295,24.7036,2025-11-10T13:10:03Z,0.0
水利署水文技術組,竹圍(3),120.23945,23.459703,2025-11-10T13:10:00Z,-16.447
臺南市政府水利局,北門區-大白米吳福宮(編號279),120.1709,23.285156,2025-11-10T14:00:00Z,0.0
高雄市政府水利局,高鐵路及民族路口,120.32142,22.694983,2025-11-10T13:26:34Z,0.0
水利署水文技術組,神圳(1),120.65775,24.261274,2025-11-10T13:10:00Z,143.549
水利署水文技術組,白河(3),120.41502,23.35301,2025-11-10T13:10:00Z,-0.231
水利署水文技術組,那菝(1),120.34844,23.069405,2025-11-10T13:10:00Z,11.592
新北市政府水利局(智慧防汛),五股區疏洪一路1K+300,121.45188,25.08544,2025-11-10T13:05:00Z,0.0
基隆市政府水利科,信義區禮東里東明路59號,121.76285,25.127615,2025-11-10T13:43:00Z,0.0
新竹市政府消防局,香山地下道,120.91366,24.762753,2025-11-10T13:22:00Z,0.0
宜蘭縣政府水利資源處,冬山鄉茄苳路,121.79957,24.65861,2025-11-10T13:55:00Z,0.0
臺南市政府水利局,永康區-蔦松里蔦松三街128號斜前方電桿(編號132),120.25776,23.047462,2025-11-10T14:00:00Z,0.0
水利署水文技術組,土城(2),120.12922,23.066164,2025-11-10T13:10:00Z,-0.822
高雄市政府水利局,(10) 鹽埕區 公園二路與真愛路口,120.288605,22.61879,2025-11-10T13:10:00Z,0.0
臺南市政府水利局,柳營區-重溪里五軍營法主宮(編號277),120.3503,23.296194,2025-11-10T14:00:00Z,0.0
高雄市政府水利局,小滾水19號旁,120.3861,22.8779,2025-11-10T14:00:00Z,0.0
臺南市政府水利局,仁德區-太乙四街21巷口(編號31),120.24983,22.988167,2025-11-10T13:34:13Z,0.0
桃園巿政府水務局(智慧防汛),F09-003民生路、富華街口,121.22458,24.846518,2025-11-10T13:05:00Z,0.0
台中市政府水利局,豐原區南陽里豐原大道三段,120.72691,24.23945,2025-11-10T13:29:00Z,0.0
水利署水文技術組,鹿鳴橋,121.094185,22.890148,2025-11-10T13:10:00Z,145.26
臺南市政府水利局,番寮橋,120.23744,23.298721,2025-11-10T13:02:00Z,-0.05
花蓮縣政府水利科,花蓮市_慈濟醫院,121.59297,23.99454,2025-11-10T13:00:46Z,0.0
彰化縣政府水資處,第四放水路滯洪池出水口,120.42112,23.923275,2025-11-10T13:06:00Z,0.0
新竹市政府消防局,東大路四段204巷口,120.930565,24.844105,2025-11-10T13:54:00Z,0.0
基隆市政府水利科,基隆市-05,121.74666,25.099466,2025-11-10T13:50:00Z,0.0
台中市政府水利局,新社區新七村區域排水,120.82,24.215384,2025-11-10T13:44:00Z,0.0
台中市政府水利局,新社區新七村區域排水,120.82,24.215384,2025-11-10T13:08:00Z,0.0
農田水利署高雄管理處,中甲支線,120.33175,22.86784,2025-11-10T13:02:09Z,0.0
第三河川分署,1-南投草屯北投里碧興路二段,120.649,23.9917,2025-11-10T13:24:00Z,0.0
台中市政府水利局,北屯區和祥三街12號,120.72856,24.17238,2025-11-10T13:13:00Z,0.0
台中市政府水利局,北屯區和祥三街12號,120.72856,24.17238,2025-11-10T13:52:00Z,0.0
基隆市政府水利科,中山區新建里成功二路125號,121.73563,25.130928,2025-11-10T13:38:00Z,0.0
水利署水文技術組,復興,121.15254,22.746672,2025-11-10T13:10:00Z,3.667
桃園巿政府水務局(智慧防汛),廣州路353號,121.2357,24.953077,2025-11-10T13:05:00Z,0.0
農田水利署嘉南管理處,新埤小給1-6,120.29851,23.204216,2025-10-24T08:02:56Z,0.151
水利署水文技術組,射寮(3),120.71141,22.05556,2025-11-10T13:10:00Z,3.836
水利署水文技術組,馬鞍後池,120.93887,24.17122,2025-11-10T13:20:00Z,429.79
新竹市政府消防局,西大地下道,120.96797,24.799038,2025-11-10T13:03:00Z,0.0
桃園巿政府水務局(智慧防汛),F02-057環中東路實踐路,121.24274,24.95384,2025-11-10T13:05:00Z,0.0
新竹市政府消防局,中清路18巷57號,120.93697,24.838518,2025-11-10T14:00:00Z,0.0
水利署水文技術組,東石(4),120.15449,23.460352,2025-11-10T13:10:00Z,-12.604
雲林縣政府水利處,龍岩村_無名早餐店,120.318596,23.622856,2025-11-10T13:10:02Z,0.0
雲林縣政府水利處,龍岩村_無名早餐店,120.318596,23.622856,2025-11-10T13:10:02Z,-67.0
雲林縣政府水利處,龍岩村_無名早餐店,120.318596,23.622856,2025-11-10T13:10:02Z,13.493286132812
水利署水文技術組,烏溪橋,120.69562,24.008888,2025-11-10T13:10:00Z,85.51
嘉義縣政府水利處,嘉義縣-130,120.1702,23.423,2025-11-10T13:01:37Z,0.0
嘉義縣政府水利處,嘉義縣-130,120.1702,23.423,2025-11-10T13:01:37Z,0.0
雲林縣政府水利處,埒內里_親水公園,120.44858,23.721252,2025-11-10T13:00:43Z,0.0
雲林縣政府水利處,埒內里_親水公園,120.44858,23.721252,2025-11-10T13:00:43Z,13.706262588501
雲林縣政府水利處,埒內里_親水公園,120.44858,23.721252,2025-11-10T13:00:43Z,-57.0
宜蘭縣政府水利資源處,梅林路,121.75312,24.64087,2025-11-10T13:29:00Z,0.0
嘉義縣政府水利處,嘉義縣-043,120.407,23.6094,2025-11-10T13:01:22Z,0.0
嘉義縣政府水利處,嘉義縣-043,120.407,23.6094,2025-11-10T13:01:22Z,0.0
農田水利署高雄管理處,港後支線三號制水門閘門監控站,120.31813,22.874191,2025-11-10T13:08:50Z,0.032999981194735
台中市政府水利局,大里區西湖里大峰路,120.68751,24.086555,2025-11-10T13:39:00Z,0.0
水利署水文技術組,寶來二號橋,120.70521,23.111496,2025-11-10T13:10:00Z,401.21
農田水利署高雄管理處,一幹線匯入二仁導水路水位站,120.50651,22.94307,2025-11-10T13:00:34Z,0.19700001180172
宜蘭縣政府水利資源處,宜蘭市梅洲抽水站,121.75028,24.76555,2025-11-10T13:30:00Z,0.0
水利署水文技術組,小新(1),120.31057,23.124207,2025-11-10T13:10:00Z,11.69
嘉義縣政府水利處,五河-232,120.40806,23.425419,2025-11-10T13:02:11Z,0.0
嘉義縣政府水利處,五河-232,120.40806,23.425419,2025-11-10T13:02:11Z,0.0
水利署水文技術組,中興(4),121.77189,24.69166,2025-11-10T13:10:00Z,23.191
農田水利署桃園管理處,湖口7-3,121.03556,24.923063,2025-11-10T13:10:00Z,4.1810002326965
桃園巿政府水務局(智慧防汛),長興路四段60巷-3,121.26862,25.070753,2025-11-10T13:05:00Z,0.0
新竹市政府消防局,海山地下道,120.912544,24.759466,2025-11-10T13:40:00Z,0.0
新竹市政府消防局,西濱路一段與延賓路路口,120.92907,24.835554,2025-11-10T13:41:00Z,0.0
桃園巿政府水務局(智慧防汛),梅獅路、仁平路,121.18193,2.920646,2025-11-10T13:05:00Z,0.0
嘉義市政府工務處,西區福全里民族路(西側嘉雄陸橋下),120.436264,23.475544,2025-11-10T13:04:00Z,0.0
水利署水文技術組,北勢大橋左岸,120.8255,24.594887,2025-11-10T13:10:00Z,12.73
第五河川分署,108P051水林尖山村元天宮,120.22574,23.57076,2025-11-10T13:45:34Z,0.0
台中市政府水利局,沙鹿區南陽路422號,120.568665,24.217218,2025-11-10T13:49:00Z,0.0
台中市政府水利局,沙鹿區中山路490號,120.56304,24.246902,2025-11-10T13:57:00Z,0.0
臺南市政府水利局,喜樹抽水站,120.18081,22.953777,2025-11-10T13:12:00Z,0.8
水利署水文技術組,公館,121.82093,24.73691,2025-11-10T13:10:00Z,1.577
高雄市政府水利局,興隆路與河邊街,120.28315,22.636946,2025-11-10T14:00:00Z,0.0
